Protein	log2(fold_change)	-log10(fdr_BH)	Gene
sp|Q9UBQ5|EIF3K_HUMAN	-0.4071928363700662	0.4029264016220682	EIF3K
sp|Q8N9T8|KRI1_HUMAN	-0.8437184011721274	0.4029264016220682	KRI1
sp|O43396|TXNL1_HUMAN	0.2947490768729245	0.402563104872497	TXNL1
sp|P46109|CRKL_HUMAN	-0.4087326015256408	0.402563104872497	CRKL
sp|P46063|RECQ1_HUMAN	0.2927864905855424	0.4012223660235536	RECQL
sp|P14854|CX6B1_HUMAN	-0.3057193579065169	0.4012223660235536	COX6B1
sp|P55010|IF5_HUMAN	0.0901823523197416	0.3998490399662454	EIF5
sp|O96000|NDUBA_HUMAN	-0.217249614128425	0.3976624654137388	NDUFB10
sp|Q9NTJ3|SMC4_HUMAN	0.0745206940867941	0.39762182067118	SMC4
sp|Q9BRP8|PYM1_HUMAN	0.271528930597796	0.3947626627910071	PYM1
sp|Q8IZX4|TAF1L_HUMAN	-0.1433707898020552	0.3944552023299726	TAF1L
sp|Q15819|UB2V2_HUMAN	-0.2135275694335429	0.3942420323561678	UBE2V2
sp|O43715|TRIA1_HUMAN	1.3109074989234772	0.3939539860200852	TRIAP1
sp|Q9UBS4|DJB11_HUMAN	-0.6922898504014544	0.3939539860200852	DNAJB11
sp|O43768|ENSA_HUMAN	-0.3102680551447461	0.3938302901503686	ENSA
sp|Q04760|LGUL_HUMAN	-0.4591117668853833	0.3909600679919801	GLO1
sp|P61923|COPZ1_HUMAN	-0.7731248631931007	0.3909600679919801	COPZ1
sp|P46379|BAG6_HUMAN	-0.093125218730943	0.3909600679919801	BAG6
sp|O00442|RTCA_HUMAN	-0.348730015715858	0.3903754895158704	RTCA
sp|Q92900|RENT1_HUMAN	0.4767887327141423	0.3900045979252615	UPF1
sp|O75691|UTP20_HUMAN	-0.3389148697552533	0.3878295487464386	UTP20
sp|Q9BQ67|GRWD1_HUMAN	-0.300064114608161	0.3871746152098051	GRWD1
sp|Q96C10|DHX58_HUMAN	-0.3672315154960019	0.3859805080747427	DHX58
sp|P30419|NMT1_HUMAN	-0.3980479581832651	0.3858194255493382	NMT1
sp|Q9NTX5|ECHD1_HUMAN	-0.5729330620834233	0.3858194255493382	ECHDC1
sp|O75369|FLNB_HUMAN	0.0135382524697197	0.3853414256950327	FLNB
sp|P30085|KCY_HUMAN	0.2757299562070554	0.3829522745653279	CMPK1
sp|Q5TDH0|DDI2_HUMAN	-0.2348416025270338	0.3820054988321159	DDI2
sp|Q86XE3|MICU3_HUMAN	-0.3507208397499314	0.381834469232005	MICU3
sp|Q6NUQ4|TM214_HUMAN	-0.1590460246025861	0.3792051796892411	TMEM214
sp|O14531|DPYL4_HUMAN	0.6238539715679317	0.375919803071633	DPYSL4
sp|Q08379|GOGA2_HUMAN	0.3487119446550491	0.3757987511232935	GOLGA2
sp|P60983|GMFB_HUMAN	0.0563832981997473	0.3737230536321179	GMFB
sp|O75439|MPPB_HUMAN	-0.0986458554306571	0.3692963319221764	PMPCB
sp|O75718|CRTAP_HUMAN	0.2584459034917031	0.3683875889785908	CRTAP
sp|P26038|MOES_HUMAN	0.2365517659720361	0.3645699329254462	MSN
sp|P20962|PTMS_HUMAN	-0.2537610050337089	0.3639860425532263	PTMS
sp|P50914|RL14_HUMAN	-0.0209979757669399	0.363946880886436	RPL14
sp|P52655|TF2AA_HUMAN	-0.3515543524552269	0.3621193956583354	GTF2A1
sp|O60220|TIM8A_HUMAN	0.2342213786472158	0.3609800598772633	TIMM8A
sp|Q9NTI5|PDS5B_HUMAN	0.0143325322162693	0.3596800758871696	PDS5B
sp|Q8TCD5|NT5C_HUMAN	-0.2548009112004056	0.3596800758871696	NT5C
sp|Q13564|ULA1_HUMAN	-0.041649974435564	0.3588995538804506	NAE1
sp|P40763|STAT3_HUMAN	0.4088931621416127	0.3579237530361659	STAT3
sp|P62195|PRS8_HUMAN	-0.1681784820322381	0.3574557841403699	PSMC5
sp|P13807|GYS1_HUMAN	-0.3764088358432602	0.3570264409100724	GYS1
sp|P30405|PPIF_HUMAN	-0.3318331623747057	0.3570264409100724	PPIF
sp|Q99615|DNJC7_HUMAN	-0.2038514763219509	0.3554890638541635	DNAJC7
sp|P49755|TMEDA_HUMAN	-0.2343016756377021	0.3543954468147818	TMED10
sp|P67812|SC11A_HUMAN	-0.2405106082616802	0.3521460853833889	SEC11A
sp|Q8IZL8|PELP1_HUMAN	-0.289571401042329	0.3505569499867447	PELP1
sp|Q15435|PP1R7_HUMAN	-0.5147199760970678	0.3505569499867447	PPP1R7
sp|Q15785|TOM34_HUMAN	-0.2058674740648579	0.3495875322808637	TOMM34
sp|Q9NWS0|PIHD1_HUMAN	-0.3320661335708781	0.3447043074602671	PIH1D1
sp|P63252|KCNJ2_HUMAN	-0.5550479455082726	0.3442786287199222	KCNJ2
sp|Q7Z7F7|RM55_HUMAN	-0.2625797678421743	0.344235187917816	MRPL55
sp|Q5BKZ1|ZN326_HUMAN	0.3809055743739835	0.344235187917816	ZNF326
sp|P30876|RPB2_HUMAN	-0.5378087182512826	0.3436591593780348	POLR2B
sp|P63208|SKP1_HUMAN	0.4363651134290817	0.3421936706232917	SKP1
sp|Q9UGP8|SEC63_HUMAN	-0.1509875795094118	0.3418532342188135	SEC63
sp|Q15363|TMED2_HUMAN	0.7035083682516569	0.34015322084062	TMED2
sp|P60174|TPIS_HUMAN	-0.1955655203548128	0.3392193610743363	TPI1
sp|P13645|K1C10_HUMAN	-0.7341037731928721	0.3377866303657321	KRT10
sp|Q9UNQ2|DIM1_HUMAN	-0.1327060580045617	0.3374988962315427	DIMT1
sp|Q5M9N0|CD158_HUMAN	0.4122001374491869	0.3361691040362395	CCDC158
sp|Q9BRR6|ADPGK_HUMAN	-0.3045133581420337	0.3361073818780038	ADPGK
sp|Q15582|BGH3_HUMAN	0.0204945811373003	0.3353992080746527	TGFBI
sp|O96008|TOM40_HUMAN	0.3243454065392279	0.3353992080746527	TOMM40
sp|Q9BYD3|RM04_HUMAN	-0.3556146338372182	0.3337888414904794	MRPL4
sp|Q16629|SRSF7_HUMAN	-0.2714894886055571	0.3333565329572936	SRSF7
sp|Q15651|HMGN3_HUMAN	0.6108126278480556	0.3330426120637522	HMGN3
sp|Q9BRL6|SRSF8_HUMAN	-0.3184744019480776	0.3330426120637522	SRSF8
sp|Q9UBX1|CATF_HUMAN	0.0850822658898546	0.331471886041076	CTSF
sp|Q13155|AIMP2_HUMAN	-0.697717912819225	0.3311218709035757	AIMP2
sp|Q6IF82|O4A47_HUMAN;sp|Q8NGN8|OR4A4_HUMAN	-0.4670547620994941	0.3308820124482439	OR4A47
sp|P06730|IF4E_HUMAN	0.0670878502284444	0.3293823657279464	EIF4E
sp|Q96DB5|RMD1_HUMAN	-0.3523583344179566	0.3284282081842359	RMDN1
sp|Q14C86|GAPD1_HUMAN	-0.1972800397843217	0.3274419211634707	GAPVD1
sp|P56537|IF6_HUMAN	0.1966385673418368	0.3273055593800877	EIF6
sp|O95486|SC24A_HUMAN	0.2615547129446384	0.3262232441438167	SEC24A
sp|Q9H095|DRC9_HUMAN	-0.1307562667685816	0.3258453816923089	IQCG
sp|P78406|RAE1L_HUMAN	-0.0064092281986697	0.325474173760909	RAE1
sp|P10768|ESTD_HUMAN	-0.3610404490993498	0.3244390257075063	ESD
sp|P43307|SSRA_HUMAN	0.214154364810188	0.319741670371498	SSR1
sp|Q9UBQ7|GRHPR_HUMAN	-0.3116009292619702	0.319426842087966	GRHPR
sp|Q9HBK9|AS3MT_HUMAN	-0.1509195616366487	0.3194086170860907	AS3MT
sp|Q9Y2V2|CHSP1_HUMAN	0.9097785993684508	0.3182878395657118	CARHSP1
sp|O95237|LRAT_HUMAN	-0.169569225409535	0.3177663602394082	LRAT
sp|P19784|CSK22_HUMAN	-0.1051809690442556	0.317411038734631	CSNK2A2
sp|Q2NL82|TSR1_HUMAN	0.6246846203269368	0.3172693150073461	TSR1
sp|Q8N129|CNPY4_HUMAN	-0.0103594819039258	0.3172693150073461	CNPY4
sp|P62310|LSM3_HUMAN	0.1890926288661588	0.3154771918218474	LSM3
sp|P55854|SUMO3_HUMAN	-0.3498527479629658	0.3151303707642482	SUMO3
sp|P12081|SYHC_HUMAN	-0.0842317049236931	0.3143075878869714	HARS
sp|O14964|HGS_HUMAN	-0.1861580930515497	0.3126937246893526	HGS
sp|P61758|PFD3_HUMAN	0.1644149806617114	0.3123414249157959	VBP1
sp|Q9HC52|CBX8_HUMAN	-0.4938504056585923	0.3117310444220934	CBX8
sp|P31153|METK2_HUMAN	0.085198537486319	0.3117310444220934	MAT2A
sp|Q9Y3I0|RTCB_HUMAN	-0.3809945763163463	0.3117310444220934	RTCB
sp|Q7Z417|NUFP2_HUMAN	-0.3295375669662618	0.3117310444220934	NUFIP2
sp|P13796|PLSL_HUMAN	-0.3268620581521679	0.3098841272677573	LCP1
sp|P32119|PRDX2_HUMAN	-0.1642450661040565	0.309079863111108	PRDX2
sp|Q9C0F1|CEP44_HUMAN	0.3688560779394506	0.3055539229629931	CEP44
sp|P55265|DSRAD_HUMAN	-0.2030296047408421	0.3048723774090984	ADAR
sp|Q99471|PFD5_HUMAN	-0.4586756226530609	0.3045483801529342	PFDN5
sp|O15417|TNC18_HUMAN	-0.1521980452345483	0.3026884120374313	TNRC18
sp|P84090|ERH_HUMAN	-0.3515953257965858	0.3026884120374313	ERH
sp|P62244|RS15A_HUMAN	0.3548450756700615	0.3004908120473116	RPS15A
sp|Q96RT6|CTGE2_HUMAN	-0.3226583461418764	0.2974060625001249	CTAGE1
sp|P84077|ARF1_HUMAN	0.0644060996805622	0.2956001378058674	ARF1
sp|Q9H5N1|RABE2_HUMAN	0.3016557004902823	0.2953122086956603	RABEP2
sp|O94979|SC31A_HUMAN	0.1672738202810175	0.2943025324376271	SEC31A
sp|P68400|CSK21_HUMAN	-0.3707753142864735	0.2935988059812897	CSNK2A1
sp|P49914|MTHFS_HUMAN	0.1611783297858566	0.2935988059812897	MTHFS
sp|Q9HC35|EMAL4_HUMAN	-0.1807345645337293	0.2935988059812897	EML4
sp|P27708|PYR1_HUMAN	-0.3859079542820761	0.2923313029023704	CAD
sp|P62191|PRS4_HUMAN	0.1865898141018935	0.2884465642366378	PSMC1
sp|Q86VW0|SESD1_HUMAN	0.3205473785692724	0.2884445137285103	SESTD1
sp|P17480|UBF1_HUMAN	0.2444871513429184	0.2884445137285103	UBTF
sp|P53384|NUBP1_HUMAN	0.2043539829216903	0.2880047308396534	NUBP1
sp|P17174|AATC_HUMAN	-0.0382432307969694	0.2857564305240052	GOT1
sp|Q9Y4P3|TBL2_HUMAN	-0.325489385163596	0.283060358624411	TBL2
sp|Q15349|KS6A2_HUMAN	0.4008376885402843	0.283060358624411	RPS6KA2
sp|O00170|AIP_HUMAN	0.558768420445652	0.2822653832718845	AIP
sp|O60645|EXOC3_HUMAN	-0.3670292334231988	0.2806930117881157	EXOC3
sp|Q8TEM1|PO210_HUMAN	-0.339773618528206	0.2786996313610888	NUP210
sp|Q9H3U1|UN45A_HUMAN	-0.333527511223484	0.2786996313610888	UNC45A
sp|P0C672|TSN19_HUMAN	-1.2949456201322913	0.2778079229939709	TSPAN19
sp|P17980|PRS6A_HUMAN	0.0795059396791313	0.2778079229939709	PSMC3
sp|Q96EY4|TMA16_HUMAN	0.0925184378269115	0.2776249753551786	TMA16
sp|Q9NR12|PDLI7_HUMAN	-0.3591073023587252	0.277239146108149	PDLIM7
sp|Q9H9Q2|CSN7B_HUMAN	0.0100141444658246	0.2761042504472762	COPS7B
sp|Q8NBX0|SCPDL_HUMAN	-0.4637682590227112	0.2759411381588795	SCCPDH
sp|Q9BZK7|TBL1R_HUMAN	-0.0989840549881606	0.2753584441133436	TBL1XR1
sp|Q13283|G3BP1_HUMAN	-0.1766729008656227	0.2753584441133436	G3BP1
sp|Q86X29|LSR_HUMAN	-0.1515847714179238	0.27459824341239	LSR
sp|P61081|UBC12_HUMAN	0.2248663833933355	0.273450900696413	UBE2M
sp|Q9NVS2|RT18A_HUMAN	0.2711479508945364	0.273450900696413	MRPS18A
sp|Q8NBQ5|DHB11_HUMAN	-0.5772553948474949	0.273450900696413	HSD17B11
sp|Q96ER9|CCD51_HUMAN	1.81776273486728	0.2716161955816273	CCDC51
sp|P09936|UCHL1_HUMAN	-0.422149230575522	0.2716161955816273	UCHL1
sp|Q15063|POSTN_HUMAN	0.2676789312906786	0.2716161955816273	POSTN
sp|O00217|NDUS8_HUMAN	0.1886662992827604	0.2704989125057304	NDUFS8
sp|P30520|PURA2_HUMAN	0.4962574267641437	0.2701728168417834	ADSS
sp|Q9NQ29|LUC7L_HUMAN	-0.2482443096186943	0.2701728168417834	LUC7L
sp|P48723|HSP13_HUMAN	-0.2313193632599349	0.2700367360949326	HSPA13
sp|P24844|MYL9_HUMAN	-0.3842267207484934	0.2700367360949326	MYL9
sp|Q5T653|RM02_HUMAN	-0.2006650119370051	0.2696241583902944	MRPL2
sp|Q5J8M3|EMC4_HUMAN	0.4838501713714496	0.2696241583902944	EMC4
sp|Q15046|SYK_HUMAN	-0.338692639399919	0.2694093496637734	KARS
sp|P60468|SC61B_HUMAN	0.4324295568738682	0.2667408559819328	SEC61B
sp|P62701|RS4X_HUMAN	-0.2017303630089216	0.2667408559819328	RPS4X
sp|P04406|G3P_HUMAN	0.1717240617252021	0.2665093779114443	GAPDH
sp|P40939|ECHA_HUMAN	0.1003693892949336	0.2665093779114443	HADHA
sp|P31930|QCR1_HUMAN	-0.4043771128236234	0.2665093779114443	UQCRC1
sp|Q7Z2T5|TRM1L_HUMAN	-0.2439264991452139	0.2665093779114443	TRMT1L
sp|O43464|HTRA2_HUMAN	-0.1970859997200238	0.2665093779114443	HTRA2
sp|Q14108|SCRB2_HUMAN	-0.2355752619823611	0.2652408808475133	SCARB2
sp|Q9ULC8|ZDHC8_HUMAN	0.2723906132803964	0.2637821900189213	ZDHHC8
sp|O60749|SNX2_HUMAN	-0.5379128668307682	0.2629001679152022	SNX2
sp|P17812|PYRG1_HUMAN	0.300693546768712	0.262886204588782	CTPS1
sp|P18433|PTPRA_HUMAN	-0.2920727108603554	0.2622597560925105	PTPRA
sp|Q96IQ7|VSIG2_HUMAN	-0.3457098253948462	0.2622597560925105	VSIG2
sp|P78316|NOP14_HUMAN	0.110628127303219	0.2613882021704787	NOP14
sp|P56134|ATPK_HUMAN	0.3864977684298212	0.261070080740571	ATP5MF
sp|Q93050|VPP1_HUMAN	-0.1196620133211474	0.261070080740571	ATP6V0A1
sp|Q96ST2|IWS1_HUMAN	-0.4184240637759355	0.261070080740571	IWS1
sp|P46108|CRK_HUMAN	0.2239896696797609	0.2594971479350146	CRK
sp|P31150|GDIA_HUMAN	-0.1559024268669912	0.2591371712841533	GDI1
sp|Q9Y651|SOX21_HUMAN	-0.1639795627859756	0.2591371712841533	SOX21
sp|P56211|ARP19_HUMAN	-0.1379739259557052	0.2561918939117634	ARPP19
sp|P61160|ARP2_HUMAN	0.2241945438217386	0.2555105331999546	ACTR2
sp|Q8WVK2|SNR27_HUMAN	-0.3758206771342138	0.2549472801193616	SNRNP27
sp|Q8N5I2|ARRD1_HUMAN	0.2807578166764404	0.2547159482367834	ARRDC1
sp|O15145|ARPC3_HUMAN	0.3496117473633023	0.251152649148031	ARPC3
sp|O43852|CALU_HUMAN	-0.7705570052503615	0.251152649148031	CALU
sp|Q96AB3|ISOC2_HUMAN	-0.387682962546837	0.2487679791320466	ISOC2
sp|P39748|FEN1_HUMAN	-0.1729669591276132	0.2484975597282999	FEN1
sp|Q96R28|OR2M2_HUMAN	0.6425878167450549	0.2476513158244222	OR2M2
sp|Q49A26|GLYR1_HUMAN	-0.7087368427203968	0.2476513158244222	GLYR1
sp|P09622|DLDH_HUMAN	-0.1535405685210908	0.247384473689757	DLD
sp|P35237|SPB6_HUMAN	-0.1059834014068401	0.2468074040193017	SERPINB6
sp|P42224|STAT1_HUMAN	0.1667929805138206	0.246742131907535	STAT1
sp|Q309B1|TR16L_HUMAN	0.4672569891969309	0.246511107273009	TRIM16L
sp|O75251|NDUS7_HUMAN	-0.2855123920066501	0.2459833167010535	NDUFS7
sp|Q9UBV8|PEF1_HUMAN	-0.2040156670856654	0.2459833167010535	PEF1
sp|Q9Y2L1|RRP44_HUMAN	0.2970946806012398	0.2451102777232875	DIS3
sp|P61289|PSME3_HUMAN	0.3433452321886279	0.2451102777232875	PSME3
sp|Q16864|VATF_HUMAN	-0.2941079520861832	0.2442418488478217	ATP6V1F
sp|Q9UMY4|SNX12_HUMAN	0.3598149169762686	0.2442418488478217	SNX12
sp|Q01518|CAP1_HUMAN	0.2103971320654514	0.24406600314465	CAP1
sp|Q8IZF0|NALCN_HUMAN	0.0288281518592241	0.243444608809156	NALCN
sp|P59998|ARPC4_HUMAN	0.1744805652124368	0.2419832538277001	ARPC4
sp|Q13011|ECH1_HUMAN	0.2272150266290627	0.2418516295647029	ECH1
sp|Q9H147|TDIF1_HUMAN	0.2028496856948355	0.2409476355348241	DNTTIP1
sp|Q8NI36|WDR36_HUMAN	0.9246451382303535	0.2409476355348241	WDR36
sp|P49720|PSB3_HUMAN	-0.2099834685888224	0.2409476355348241	PSMB3
sp|B2RPK0|HGB1A_HUMAN	-0.5130625878343831	0.240744672701177	HMGB1P1
sp|P04080|CYTB_HUMAN	-0.2161660076008504	0.2407297778171941	CSTB
sp|Q9BTE7|DCNL5_HUMAN	-0.2870072214559839	0.2356866419850861	DCUN1D5
sp|P20073|ANXA7_HUMAN	-0.3824913561607522	0.2356866419850861	ANXA7
sp|P51149|RAB7A_HUMAN	0.3945593792832365	0.2339013478081442	RAB7A
sp|Q9P2D3|HTR5B_HUMAN	-0.4467074887075063	0.2332889019745915	HEATR5B
sp|Q14152|EIF3A_HUMAN	-0.1388092830038652	0.2329355575356968	EIF3A
sp|P52306|GDS1_HUMAN	0.1738190294295526	0.2327139781617121	RAP1GDS1
sp|P31040|SDHA_HUMAN	-0.0742380978581782	0.2327139781617121	SDHA
sp|Q9BV86|NTM1A_HUMAN	0.0345230460562552	0.2327139781617121	NTMT1
sp|P02792|FRIL_HUMAN	0.5501097593257621	0.2327139781617121	FTL
sp|P28161|GSTM2_HUMAN	-0.4392934342296885	0.230716628097864	GSTM2
sp|O14773|TPP1_HUMAN	0.2727855797291384	0.23020119119866	TPP1
sp|P13984|T2FB_HUMAN	-0.2201415699185965	0.228514279093852	GTF2F2
sp|O00186|STXB3_HUMAN	0.1317932091364099	0.2279862302768588	STXBP3
sp|O43252|PAPS1_HUMAN	-0.2149017859907336	0.2269656785975981	PAPSS1
sp|Q9BWJ5|SF3B5_HUMAN	-0.4425192716982687	0.2265094831125741	SF3B5
sp|P14324|FPPS_HUMAN	-0.105242802446179	0.2262828838881916	FDPS
sp|Q07687|DLX2_HUMAN	-0.245954387744093	0.2236294282288721	DLX2
sp|Q9NQ88|TIGAR_HUMAN	-0.061480619305336	0.2226689596300498	TIGAR
sp|O75688|PPM1B_HUMAN	0.6145676297104163	0.2226689596300498	PPM1B
sp|Q9H7B2|RPF2_HUMAN	0.0845895795174428	0.2226689596300498	RPF2
sp|O00193|SMAP_HUMAN	-0.3228031542533046	0.2226689596300498	SMAP
sp|P11166|GTR1_HUMAN	-0.2417947407980487	0.2218648278417352	SLC2A1
sp|Q9H790|EXO5_HUMAN	-0.2499587318720057	0.2215655340632509	EXO5
sp|P00492|HPRT_HUMAN	-0.1366288796687489	0.2185606497347258	HPRT1
sp|O00482|NR5A2_HUMAN	-0.1896808471015462	0.2185606497347258	NR5A2
sp|Q9UJU6|DBNL_HUMAN	0.0069164418581155	0.2174627839719845	DBNL
sp|P19013|K2C4_HUMAN	-0.468789752529875	0.2174171166354582	KRT4
sp|P13693|TCTP_HUMAN	-0.3101430280969656	0.2173153032062537	TPT1
sp|Q9UN37|VPS4A_HUMAN	-0.0828656920702459	0.2173153032062537	VPS4A
sp|P11172|UMPS_HUMAN	0.5563256193379698	0.216162688282637	UMPS
sp|P35243|RECO_HUMAN	0.2461478933930152	0.215397485979062	RCVRN
sp|Q8NBU5|ATAD1_HUMAN	-0.2803337868617139	0.215397485979062	ATAD1
sp|P61006|RAB8A_HUMAN	-0.261793656512173	0.2150500162980772	RAB8A
sp|O75891|AL1L1_HUMAN	-0.1678097998724556	0.2146602079474998	ALDH1L1
sp|Q9UKD2|MRT4_HUMAN	-0.2901068084069471	0.2144324176352506	MRTO4
sp|Q9C035|TRIM5_HUMAN	0.2148003229618938	0.214329765423906	TRIM5
sp|Q99541|PLIN2_HUMAN	-0.6009870169719278	0.2128284421032588	PLIN2
sp|O43447|PPIH_HUMAN	-0.3949746836943143	0.2112984298549921	PPIH
sp|P38606|VATA_HUMAN	0.1533835933046382	0.2110482896521443	ATP6V1A
sp|P49458|SRP09_HUMAN	-0.2077846096551816	0.2110482896521443	SRP9
sp|P50502|F10A1_HUMAN	0.0487740937686809	0.2110482896521443	ST13
sp|Q9Y3A0|COQ4_HUMAN	-0.7946516238132612	0.2110482896521443	COQ4
sp|Q9NX55|HYPK_HUMAN	-0.5657052341984147	0.2110482896521443	HYPK
sp|Q8N983|RM43_HUMAN	-0.3976290227227945	0.2107668615550101	MRPL43
sp|P61026|RAB10_HUMAN	0.0819026679231824	0.2107668615550101	RAB10
sp|Q9UI09|NDUAC_HUMAN	0.1208221056910993	0.2107668615550101	NDUFA12
sp|P15559|NQO1_HUMAN	0.0321848134079458	0.2087816723977722	NQO1
sp|Q96A26|F162A_HUMAN	0.1774372013815484	0.2080806799419968	FAM162A
sp|P82933|RT09_HUMAN	-0.3679341421829675	0.2076881874760201	MRPS9
sp|P11413|G6PD_HUMAN	-0.2307898709530356	0.2076881874760201	G6PD
sp|Q5T8P6|RBM26_HUMAN	0.2317401126450794	0.2065844580248001	RBM26
sp|Q9H4M9|EHD1_HUMAN	-0.1803337826170919	0.2065844580248001	EHD1
sp|O75436|VP26A_HUMAN	0.3230185635735051	0.2065714116828087	VPS26A
sp|Q9UK41|VPS28_HUMAN	0.0942498960366983	0.2058396744460857	VPS28
sp|P15374|UCHL3_HUMAN	-0.269449023479039	0.2037377054718352	UCHL3
sp|Q9Y3C6|PPIL1_HUMAN	-0.4225012381841397	0.2019627371882718	PPIL1
sp|P18077|RL35A_HUMAN	0.3637247759628327	0.2017793495098435	RPL35A
sp|Q15293|RCN1_HUMAN	0.2579821435339127	0.2012879552249657	RCN1
sp|P51148|RAB5C_HUMAN	-0.1330856359205329	0.2001453998631795	RAB5C
sp|Q9NXE8|CWC25_HUMAN	-0.0256501451110744	0.1986847287921462	CWC25
sp|Q9Y315|DEOC_HUMAN	-0.1729768918281638	0.1986847287921462	DERA
sp|P40938|RFC3_HUMAN	-0.2402123156483452	0.1986847287921462	RFC3
sp|Q92879|CELF1_HUMAN	0.0632098221728399	0.1977094458367254	CELF1
sp|Q9HAV7|GRPE1_HUMAN	-0.1632372646212818	0.1977094458367254	GRPEL1
sp|O43399|TPD54_HUMAN	-0.1822204873588543	0.1974826097420856	TPD52L2
sp|Q9BV20|MTNA_HUMAN	0.1754890509503255	0.1970350802067714	MRI1
sp|P60900|PSA6_HUMAN	-0.2954718996762848	0.194046688844002	PSMA6
sp|P63220|RS21_HUMAN	-0.0259816534914352	0.1927033158057909	RPS21
sp|Q969G5|CAVN3_HUMAN	-0.5574149369506615	0.1914847344788442	CAVIN3
sp|P09497|CLCB_HUMAN	0.1805027346237501	0.1902929658517818	CLTB
sp|P11182|ODB2_HUMAN	-0.0542750570689588	0.1897083684715551	DBT
sp|O15068|MCF2L_HUMAN	-0.3237392855831846	0.1885852174173288	MCF2L
sp|Q15836|VAMP3_HUMAN	-0.2331144272572884	0.1882115892981662	VAMP3
sp|Q8IXM2|BAP18_HUMAN	-0.2483624318909812	0.1855583981894875	BAP18
sp|P23786|CPT2_HUMAN	-0.225021695154857	0.1855583981894875	CPT2
sp|P02144|MYG_HUMAN	-0.1327719399792117	0.1852285088484953	MB
sp|Q96ST3|SIN3A_HUMAN	0.3787199217531136	0.1849804597161763	SIN3A
sp|O43684|BUB3_HUMAN	0.2178255180807444	0.1849804597161763	BUB3
sp|P49189|AL9A1_HUMAN	-0.0976272886614227	0.1847092678644307	ALDH9A1
sp|O15160|RPAC1_HUMAN	-0.1214707161434824	0.1847092678644307	POLR1C
sp|P06454|PTMA_HUMAN	0.0504957227012174	0.1840788970315506	PTMA
sp|P62861|RS30_HUMAN	0.3725802068818507	0.1831030641682888	FAU
sp|Q04446|GLGB_HUMAN	-0.4946770059498214	0.1816140966243414	GBE1
sp|Q8TF09|DLRB2_HUMAN	-0.5053756821160905	0.1802934998103132	DYNLRB2
sp|O43172|PRP4_HUMAN	-0.2600747703356308	0.1802934998103132	PRPF4
sp|O14828|SCAM3_HUMAN	0.0323054214398074	0.1782271590587169	SCAMP3
sp|Q12797|ASPH_HUMAN	-0.7537093139964312	0.1770626418456753	ASPH
sp|P22695|QCR2_HUMAN	0.4102360362984152	0.1756741354968943	UQCRC2
sp|O94903|PLPHP_HUMAN	-0.484945644316649	0.1743369091649213	PLPBP
sp|P69892|HBG2_HUMAN	0.5803649496876906	0.1743369091649213	HBG2
sp|P40429|RL13A_HUMAN	-0.2464646048055676	0.1742453830857914	RPL13A
sp|Q9NYK5|RM39_HUMAN	-0.3401298497292606	0.1742453830857914	MRPL39
sp|P00441|SODC_HUMAN	0.156113252962589	0.1726497433640145	SOD1
sp|Q9UHV9|PFD2_HUMAN	-0.2470911046119803	0.1705372676143421	PFDN2
sp|P25705|ATPA_HUMAN	-0.207545520785186	0.1705372676143421	ATP5F1A
sp|P62633|CNBP_HUMAN	-0.2087929865990803	0.1705372676143421	CNBP
sp|Q9BY77|PDIP3_HUMAN	-0.1427463473020199	0.1684163649046957	POLDIP3
sp|P08754|GNAI3_HUMAN	-0.1375294849001229	0.1683167473929072	GNAI3
sp|P46060|RAGP1_HUMAN	-0.5169191664649373	0.1666905995679306	RANGAP1
sp|P35270|SPRE_HUMAN	0.1315218308622093	0.1665399419535497	SPR
sp|P50897|PPT1_HUMAN	0.1351602314850885	0.1659477862204971	PPT1
sp|Q6PI48|SYDM_HUMAN	-0.3684127485454542	0.1659477862204971	DARS2
sp|P61163|ACTZ_HUMAN	0.4066137336964105	0.1659076689094769	ACTR1A
sp|P56181|NDUV3_HUMAN	0.2618450705002326	0.1658463566771183	NDUFV3
sp|O76003|GLRX3_HUMAN	-0.1976965799757253	0.1648866183062211	GLRX3
sp|Q08J23|NSUN2_HUMAN	0.205661556287534	0.1645497833061179	NSUN2
sp|O60884|DNJA2_HUMAN	0.1541836122060212	0.1642210877607751	DNAJA2
sp|P67870|CSK2B_HUMAN	-0.0436810488625699	0.1639446673974704	CSNK2B
sp|P07355|ANXA2_HUMAN	-0.2019180087823538	0.1635488907122437	ANXA2
sp|Q5EG05|CAR16_HUMAN	0.217115474526938	0.1635488907122437	CARD16
sp|Q99497|PARK7_HUMAN	-0.1822318843234662	0.163531077687644	PARK7
sp|Q92905|CSN5_HUMAN	-0.4077315515356356	0.1626657170897918	COPS5
sp|P15586|GNS_HUMAN	0.2393389625035379	0.1617011643415109	GNS
sp|O00629|IMA3_HUMAN	-0.2652281510561889	0.1616074991691595	KPNA4
sp|Q06033|ITIH3_HUMAN	-0.3957471967601942	0.1598541958463978	ITIH3
sp|P17858|PFKAL_HUMAN	-0.0796352049281811	0.1593460658134392	PFKL
sp|Q9HCD5|NCOA5_HUMAN	-0.1430472517813092	0.1593325400290829	NCOA5
sp|Q7KZ85|SPT6H_HUMAN	0.0040576789063104	0.1585221296061309	SUPT6H
sp|Q9UHR5|S30BP_HUMAN	-0.4615658904884204	0.1585221296061309	SAP30BP
